LastActivity,AccountOwner,AccountName,State/Province,Type,Rating,LastModifiedDate,Country,HQCountry,AccountId,Region
4/7/20,Tho Yeong Chien,Godrej Consumer Products Limited,null,Prospect,null,7/29/20,Indonesia,null,0010z00001WgwJZAAZ,APAC
5/6/20,Tho Yeong Chien,Commerce International Merchant Bankers - CIMB Group Holdings,Kuala Lumpur,Prospect,null,7/29/20,Malaysia,null,0010z00001SUmkJAAT,APAC
2/25/20,Mark Wagasky,Si Vale,null,Prospect,null,3/24/20,Mexico,null,0010z00001WgtNqAAJ,WEST
1/10/20,Pavel Hruska,Neoflex Consulting JSC,null,Prospective Partner,null,3/25/20,null,null,0010z00001YAmq1AAD,EMEA
12/4/19,Joe Hliboki,Christiana Care Health System,Delaware,Prospect,null,6/19/20,United States,null,0010z00001SVCISAA5,SOUTHEAST
5/3/20,Jean-Noel Roncelli,INDOSUEZ - Azqore,null,Prospect,null,5/7/20,Switzerland,null,0010z00001TMpWLAA1,EMEA
10/1/19,Mike Washington,GFT,England,Prospect,null,3/5/20,United Kingdom,null,0010z00001SV81mAAD,EMEA
7/23/18,Mike Washington,Domstolsstyrelsen,Capital Region of Denmark,Prospect,null,3/5/20,DNK,null,0010z00001SUuyNAAT,EMEA
null,Simon Skinner,AstraZeneca plc (HQ),England,Prospect,null,6/19/20,United Kingdom,null,0010z00001SUN7GAAX,EMEA
3/7/19,Gary Griffith,WestRock Company,Georgia,Prospect,null,3/12/20,United States,null,0010z00001SVLklAAH,SOUTHEAST
7/30/20,Tho Yeong Chien,HSBC Hong Kong,null,Prospect,null,7/29/20,China,null,0010z00001SWWxRAAX,APAC
7/8/19,Tho Yeong Chien,Huawei,null,Prospect,null,7/29/20,China,null,0010z00001SULNZAA5,APAC
2/3/20,Jean-Noel Roncelli,Saint-Gobain,�le-de-France,Prospect,null,6/19/20,France,null,0010z00001VE4AoAAL,EMEA
1/8/20,James Raspanti,Silver Point Capital L.P.,Connecticut,Prospect,null,6/18/20,United States,null,0010z00001TNgBdAAL,NORTHEAST
7/29/20,Pavel Hruska,PZU (Powszechny Zak?ad Ubezpiecze?),null,Prospect,null,6/19/20,Poland,null,0010z00001TMqrbAAD,EMEA
2/28/20,James Raspanti,SIM Fairfield -  Westchester,null,Prospect,null,4/13/20,null,null,0010z00001YApV4AAL,NORTHEAST
3/25/20,Simon Skinner,Tata Steel Europe,null,Prospect,null,3/16/20,United Kingdom,null,0010z00001YAmuwAAD,EMEA
12/19/18,Gary Griffith,Syniverse Technologies,Florida,Prospect,null,2/24/20,United States,null,0010z00001SWR6yAAH,SOUTHEAST
7/18/18,Mark Wagasky,TOTVS,null,Prospect,null,4/13/20,Brazil,null,0010z00001SUqHMAA1,LATAM
9/17/19,Gary Griffith,Employbridge,Georgia,Prospect,null,6/19/20,United States,null,0010z00001WgwXgAAJ,SOUTHEAST
12/4/18,Shannon Kimball,Peotic,British Columbia,Prospect,null,3/11/20,Canada,null,0010z00001SUJZ5AAP,WEST
5/11/20,Kyle Graves,Moneris Solutions,null,Prospect,null,6/19/20,Canada,null,0010z00001YDBLrAAP,NORTHEAST
9/30/19,Tho Yeong Chien,Cathay Pacific,Hong Kong,Prospect,null,7/29/20,China,null,0010z00001SWRSpAAP,APAC
2/12/19,Gary Griffith,Universal Orlando,Florida,Prospect,null,6/19/20,United States,null,0010z00001TNhX8AAL,SOUTHEAST
7/30/20,Tho Yeong Chien,Bangkok Bank,null,Prospect,null,7/30/20,Thailand,null,0010z00001WOuK0AAL,APAC
4/9/19,Tho Yeong Chien,Edvance,null,Prospect,null,7/29/20,Singapore,null,0010z00001WgwJAAAZ,APAC
11/22/18,Mike Washington,Forefront,null,Prospect,null,3/5/20,Sweden,null,0010z00001TNGENAA5,EMEA
9/24/19,Tho Yeong Chien,Hong Kong Monetary Authority (HKMA),null,Prospect,null,7/29/20,Singapore,null,0010z00001TNjM2AAL,APAC
6/3/19,Sonny Covington,City Bank,Texas,Prospect,null,6/19/20,United States,null,0010z00001V3qFvAAJ,CENTRAL
2/13/19,Patrick McGrath,GE Appliances,Kentucky,Prospect,null,6/19/20,United States,null,0010z00001SUqiIAAT,SOUTHEAST
10/1/18,Marilyn Von Hoenning,Omnetric,null,Prospect,null,4/28/20,Germany,null,0010z00001SVQ68AAH,EMEA
4/30/19,Patrick McGrath,Methodist Lebonheur Healthcare,Tennessee,Prospect,null,8/13/19,United States,null,0010z00001SVjtsAAD,SOUTHEAST
10/7/19,Tho Yeong Chien,Metropolitan Bank and Trust Co,null,Prospect,null,7/29/20,Philippines,null,0010z00001WOuJlAAL,APAC
4/8/20,Robert Neely,RSA Insurance Group,null,Prospect,null,6/19/20,Gabon,null,0010z00001V3cKVAAZ,EMEA
4/20/20,Tho Yeong Chien,Kempinski Hotels,null,Prospect,null,7/29/20,China,null,0010z00001ZqQRhAAN,APAC
11/26/19,Mark Ronson,aspiration.com,California,Prospect,null,6/19/20,United States,null,0010z00001WgxR3AAJ,WEST
6/27/19,Michael Kavalle,Trial Vault International Inc.,Illinois,Prospect,null,6/19/20,United States,null,0010z00001WOvadAAD,SOUTHEAST
7/22/20,Kyle Graves,Putnam Investments LLC,Massachusetts,Prospect,null,6/19/20,United States,null,0010z00001YCWkVAAX,NORTHEAST
7/20/20,Gary Griffith,TracFone Wireless,Florida,Prospect,null,6/19/20,United States,null,0010z00001SWR8uAAH,SOUTHEAST
5/21/20,Tho Yeong Chien,PT. Emerio Indonesia,null,Prospect,null,7/29/20,Indonesia,null,0010z00001WgwQzAAJ,APAC
7/30/19,Tho Yeong Chien,Nanyang Technological University,null,Prospect,null,7/29/20,Singapore,null,0010z00001WP7M9AAL,APAC
2/16/20,Morgan Bryan,cStor,null,Prospect,null,2/16/20,null,null,0010z00001YBqraAAD,WEST
3/19/19,Tho Yeong Chien,Ministry of Health Holdings,null,Prospect,null,7/29/20,Singapore,null,0010z00001SWWdlAAH,APAC
12/16/19,Joe Hliboki,TradingScreen,New York,Prospect,null,6/19/20,United States,null,0010z00001WOvWgAAL,NORTHEAST
3/6/20,Marilyn Von Hoenning,Linde AG,null,Prospect,null,4/28/20,Germany,null,0010z00001TNhDgAAL,EMEA
null,Gary Griffith,Suncoast Credit Union,Florida,Prospect,null,6/19/20,United States,null,0010z00001SWR7cAAH,SOUTHEAST
6/14/20,Adam Swaney,Queens Health Systems,null,Prospect,null,6/19/20,United States,null,0010z00001ZqpQSAAZ,null
null,Marilyn Von Hoenning,ProSiebenSat.1,null,Prospect,null,7/1/20,Germany,null,0010z00001YApTrAAL,EMEA
6/9/20,Patrick McGrath,Renasant Bank,Mississippi,Prospect,null,6/19/20,United States,null,0010z00001SVguxAAD,SOUTHEAST
1/7/20,Marilyn Von Hoenning,REMONDIS IT Services GmbH & Co. KG,null,Prospect,null,4/28/20,null,null,0010z00001YAmpDAAT,EMEA
7/22/20,Marilyn Von Hoenning,initions,null,Prospective Partner,null,4/28/20,null,null,0010z00001YAmriAAD,EMEA
2/13/20,James Raspanti,"Kering Americas, Inc.",null,Prospect,null,1/7/20,null,null,0010z00001YAnyCAAT,NORTHEAST
9/4/18,Pavel Hruska,Nike Europe Holding Belgium,null,Prospect,null,5/7/20,Belgium,null,0010z00001SW49FAAT,EMEA
7/7/20,Jean-Noel Roncelli,Dassault Systemes Group,null,Prospect,null,6/19/20,France,null,0010z00001YApUzAAL,EMEA
null,Marilyn Von Hoenning,Bundeszentralamt f�r Steuern,null,Prospect,null,5/7/20,Germany,null,0010z00001YApVdAAL,EMEA
2/13/20,Angelo Smialkowski,LEMKEN GmbH & Co. KG,null,Prospect,null,3/5/20,null,null,0010z00001YAmsgAAD,EMEA
3/5/20,Simon Brender,Equifax India,null,Prospect,null,7/29/20,India,null,0010z00001TMmujAAD,APAC
4/12/19,Tho Yeong Chien,Bank of Singapore,null,Prospect,null,7/29/20,Singapore,null,0010z00001WgwJKAAZ,APAC
7/22/19,Tho Yeong Chien,Singapore Management University,null,Prospect,null,7/29/20,Singapore,null,0010z00001WOuJbAAL,APAC
10/10/17,Jean-Noel Roncelli,TERADATA IBERIA,null,Prospect,null,3/5/20,Spain,null,0010z00001WgwK8AAJ,EMEA
10/9/18,Mike Washington,Islandsbanki,Southwest Constituency,Prospect,null,3/5/20,Iceland,null,0010z00001SWHJpAAP,EMEA
10/8/18,Mike Washington,Advania,Oslo,Prospect,null,6/19/20,Norway,null,0010z00001SWHM5AAP,EMEA
7/18/19,Vincent Steenhuis,Parazero,null,Prospect,null,4/13/20,Israel,null,0010z00001TMZZKAA5,EMEA
6/30/20,Simon Brender,Fujitsu Social Science Lab.,Tokyo,Prospective Partner,null,7/7/20,Japan,null,0010z00001YAtMkAAL,APAC
7/26/19,Sonny Covington,"Stephens, Inc.",Arkansas,Prospect,null,6/19/20,United States,null,0010z00001SW89MAAT,CENTRAL
7/16/19,Patrick McGrath,"Check Into Cash, Inc.",Tennessee,Prospect,null,6/19/20,United States,null,0010z00001SW89WAAT,SOUTHEAST
4/28/20,Tho Yeong Chien,Asian Development Bank,null,Prospect,null,7/29/20,Philippines,null,0010z00001WOuJRAA1,APAC
11/27/19,Tho Yeong Chien,IMDA,null,Prospect,null,7/29/20,Singapore,null,0010z00001TPdw8AAD,APAC
3/9/20,Tho Yeong Chien,SMRT,null,Prospect,null,7/29/20,Singapore,null,0010z00001WOuK5AAL,APAC
null,Jean-Noel Roncelli,Lafarge-Holcim,null,Prospect,null,4/2/20,null,null,0010z00001YDCVAAA5,EMEA
8/23/18,Marilyn Von Hoenning,swissQuant,null,Prospect,null,4/28/20,Switzerland,null,0010z00001SW42vAAD,EMEA
2/27/19,Vincent Steenhuis,First Bank Abu Dhabi,null,Prospect,null,6/19/20,United Arab Emirates,null,0010z00001TOBesAAH,EMEA
4/17/19,Gary Griffith,Magic Leap,Florida,Prospect,null,6/19/20,United States,null,0010z00001SWR8aAAH,SOUTHEAST
null,Gary Griffith,"Availity, LLC",Florida,Prospect,null,6/19/20,United States,null,0010z00001SWR9YAAX,SOUTHEAST
4/25/19,Tho Yeong Chien,Interstream Sdn. Bhd,null,Prospect,null,7/29/20,Malaysia,null,0010z00001TMozeAAD,APAC
2/20/20,Jason Pearson,"Punchh, Inc",California,Prospect,null,6/19/20,United States,null,0010z00001V3hlcAAB,WEST
2/13/18,Mike Washington,WorldPay UK Limited,England,Prospect,null,3/12/20,United Kingdom,null,0016000000cgrrqAAA,EMEA
5/6/20,Michael Kavalle,BlueCross and BlueShield Association - BCBSA,Illinois,Customer,null,7/20/20,United States,United States of America,0016000000aRbGnAAK,MIDWEST
10/1/18,Gary Griffith,Invesco,Georgia,Prospect,null,6/19/20,United States,null,0016000000cyCgcAAE,SOUTHEAST
5/3/17,Sonny Covington,LyondellBasell Industries,Texas,Prospect,null,5/14/20,United States,null,0016000000cyCgdAAE,CENTRAL
7/12/13,Michael Mosert,hotel.de,Germany,Prospect,B - Possible project (within 3-9 mths),3/5/20,Germany,null,0016000000aSPF7AAO,EMEA
6/6/19,Sonny Covington,Total E&P USA,Texas,Prospect,null,5/14/20,United States,null,0016000000cyCh3AAE,CENTRAL
2/28/06,Joe Hliboki,New York Times Company,New York,Prospect,C - General Interest (cont. to market),6/18/20,United States,null,0016000000cfhn4AAA,NORTHEAST
12/9/11,Kateryna Hvastovich,Accenture - AB,Alberta,Prospective Partner,null,11/22/19,Canada,null,0016000000fPGMnAAO,WEST
2/9/16,Simon Brender,JR East Water Business,null,Ex-Customer,null,6/6/19,JPN,null,0016000000fQZioAAG,APAC
5/25/17,Gary Griffith,BayCare Health System,Florida,Prospect,null,6/19/20,United States,null,0016000000cfFktAAE,SOUTHEAST
1/3/12,Kyle Graves,"Points International, Ltd",Ontario,Prospect,null,2/27/20,Canada,null,0016000000fRXk4AAG,NORTHEAST
3/14/14,Mark Ronson,Beachbody,California,Prospect,C - General Interest (cont. to market),6/19/20,United States,null,0016000000cev7bAAA,WEST
10/1/19,Simon Skinner,ASOS.com Ltd,England,Prospect,null,6/19/20,United Kingdom,null,0016000000cgiP4AAI,EMEA
7/22/20,Adam Swaney,MGM Resorts International,Nevada,Prospect,A - Active project (within 3 to 6  mths),6/22/20,United States,null,0016000000aS2eXAAS,WEST
8/9/18,Tyler Bush,American Modern Insurance,Ohio,Prospect,null,6/19/20,United States,null,0016000000cgtUbAAI,MIDWEST
11/27/18,Gary Griffith,"Novant Health, Inc.",North Carolina,Prospect,null,6/19/20,United States,null,0016000000cfhX1AAI,SOUTHEAST
7/21/20,Gary Griffith,Adventhealth,Florida,Prospect,null,6/19/20,United States,null,0016000000cfFRmAAM,SOUTHEAST
4/3/19,Mike Washington,Kesko Corporation,null,Prospect,null,3/5/20,FIN,null,0016000000fSEIIAA4,EMEA
12/22/19,Gary Griffith,Lenovo Group Limited,North Carolina,Prospect,null,6/19/20,United States,null,0016000000fSEIMAA4,SOUTHEAST
3/30/20,Mark Ronson,Live Nation Entertainment (ticketmaster),California,Prospect,null,7/28/20,United States,null,0016000000fSEIPAA4,WEST
12/25/19,Mike Washington,Centrica,England,Prospect,null,6/19/20,United Kingdom,null,0016000000fSEEEAA4,EMEA
4/18/19,Marilyn Von Hoenning,CSS Versicherung AG,null,Prospect,null,6/19/20,Switzerland,null,0016000000fSEEHAA4,EMEA
7/30/20,Pavel Hruska,DHL Express CZ,North Rhine-Westphalia,Prospect,null,6/19/20,Germany,null,0016000000fSEEKAA4,EMEA
2/12/20,Marilyn Von Hoenning,EDEKA Minden Handelsgesellschaft,Hamburg,Prospect,null,4/28/20,Germany,null,0016000000fSEENAA4,EMEA
4/3/19,Mike Washington,Gjensidige Forsikring ASA,null,Prospect,null,3/5/20,Norway,null,0016000000fSEEPAA4,EMEA
1/19/18,Pavel Hruska,M�rsk Line,null,Prospect,null,5/8/20,Denmark,null,0016000000fSEITAA4,EMEA
10/16/19,Kyle Graves,MassMutual Retirement Services,Massachusetts,Prospect,null,8/13/19,United States,null,0016000000fSEIUAA4,NORTHEAST
9/24/18,Gary Griffith,nThrive (MedAssets),Georgia,Prospect,null,2/24/20,United States,null,0016000000fSEIVAA4,SOUTHEAST
7/27/20,Marilyn Von Hoenning,METRO-NOM GmbH,North Rhine-Westphalia,Prospect,null,7/1/20,Germany,null,0016000000fSEIXAA4,EMEA
7/15/20,Marilyn Von Hoenning,Migros,Z�rich,Prospect,null,7/1/20,Switzerland,null,0016000000fSEIaAAO,EMEA
4/9/20,Pavel Hruska,Nordea Group,null,Ex-Customer,null,6/19/20,Sweden,null,0016000000fSEIgAAO,EMEA
9/15/17,Mike Washington,O2 UK,England,Prospect,null,3/5/20,United Kingdom,null,0016000000fSEIiAAO,EMEA
null,Kyle Graves,Orchard Brands,Massachusetts,Prospect,null,8/13/19,United States,null,0016000000fSEInAAO,NORTHEAST
12/6/19,Mark Ronson,Southern California Edison Company (SCE),California,Prospect,null,6/19/20,United States,null,0016000000fSEJgAAO,WEST
8/2/13,Zachery Peters,SMG,Missouri,Prospect,null,7/24/20,United States,null,0016000000fSEJqAAO,CENTRAL
10/15/18,Michael Mosert,Sunrise Communications AG,ZH,Prospect,null,3/5/20,CHE,null,0016000000fSEJwAAO,EMEA
11/19/19,Mike Washington,Telefonica UK,England,Prospect,null,6/19/20,United Kingdom,null,0016000000fSEK0AAO,EMEA
6/7/16,Simon Brender,Co-Operative Group,England,Prospect,null,7/29/20,United Kingdom,null,0016000000fSEK2AAO,APAC
12/7/17,Gary Griffith,Naval Air Systems Command (NAVAIR),Maryland,Prospect,null,6/19/20,United States,null,0016000000fSEKUAA4,NORTHEAST
4/2/20,Marilyn Von Hoenning,Vodafone GmbH,North Rhine-Westphalia,Prospect,B - Possible project (within 3-9 mths),7/1/20,Germany,null,0016000000fSEKYAA4,EMEA
8/17/17,Mike Washington,Vodafone IRE,Dublin,Prospect,null,3/5/20,Ireland,null,0016000000fSEKZAA4,EMEA
7/18/16,Amy Rankin,ISACA San Francisco,null,Prospect,null,2/14/20,United States,null,0016000001CdN1qAAF,WEST
2/23/16,Sonny Covington,Tesoro Corporation,Texas,Prospect,null,5/14/20,United States,null,0016000000cf8oXAAQ,CENTRAL
10/5/18,Sonny Covington,US Army Medical Command,Texas,Prospect,null,5/14/20,United States,null,0016000000cf8olAAA,CENTRAL
7/30/20,Simon Skinner,Deutsche Bank,England,Prospect,null,6/19/20,United Kingdom,null,0016000001FYx59AAD,EMEA
4/3/19,Pavel Hruska,Wouters Polymathics,null,Prospect,null,3/5/20,Belgium,null,0016000001FfvatAAB,EMEA
4/16/20,Gary Griffith,Accenture Federal Services LLC- AFS,Virginia,Customer,null,7/20/20,United States,United States of America,0016000001Ev3gpAAB,SOUTHEAST
12/20/19,Mark Ronson,"Ensign Group, Inc.",California,Prospect,null,6/15/20,United States,null,0010z00001V3OlqAAF,WEST
10/17/19,Marilyn Von Hoenning,EUROPEAN CENTRAL BANK,Hesse,Prospect,A - Active project (within 3 to 6  mths),6/19/20,Germany,null,0016000001EuRCnAAN,EMEA
10/11/19,Mark Ronson,"OceanX, LLC",California,Customer,null,6/19/20,United States,United States of America,0016000001EupyjAAB,WEST
1/16/18,Pavel Hruska,Delta Lloyd Life,null,Prospect,null,3/5/20,Belgium,null,0016000001EunvGAAR,EMEA
6/9/20,Simon Skinner,Admiral Group plc,England,Prospect,null,6/19/20,United Kingdom,null,0016000001EuNfLAAV,EMEA
10/31/16,Mike Washington,Atom Bank,England,Prospect,null,6/19/20,United Kingdom,null,0016000001EuNt0AAF,EMEA
5/9/16,Mike Washington,Random House Group Ltd.,England,Prospect,null,3/5/20,United Kingdom,null,0016000001GJTT8AAP,EMEA
5/29/18,Sonny Covington,McKesson Specialty Health,Texas,Prospect,null,5/14/20,United States,null,0016000001FY9O8AAL,CENTRAL
10/9/19,Mike Washington,Markit,England,Prospect,null,3/5/20,United Kingdom,null,0016000001FYxA9AAL,EMEA
10/23/19,Mike Washington,Aldermore Bank,England,Prospect,null,3/5/20,United Kingdom,null,0016000001EuNclAAF,EMEA
6/21/16,Simon Skinner,Allianz Insurance Plc,England,Prospect,null,5/7/20,United Kingdom,null,0016000001GHxImAAL,EMEA
4/9/19,Marilyn Von Hoenning,BARC GmbH,Bavaria,Non-Prospect,null,4/28/20,Germany,null,0016000001GHwNwAAL,EMEA
5/5/20,David Bain,Sydney Airport,null,Prospect,null,7/29/20,Australia,null,0010z00001V49DyAAJ,APAC
3/26/20,Marilyn Von Hoenning,Helsana AG,null,Prospect,null,4/28/20,Switzerland,null,0016000001FbbhNAAR,EMEA
11/8/18,David Bain,Sportsbet Pty. Ltd.,Northern Territory,Prospect,null,7/29/20,Australia,null,0016000001FXtdkAAD,APAC
10/2/19,Kateryna Hvastovich,Reply SPA,null,Partner,null,3/5/20,Italy,null,0010z00001V4XV8AAN,EMEA
7/9/20,Simon Skinner,Metro Bank,England,Prospect,null,7/13/20,United Kingdom,null,0016000001EuNxRAAV,EMEA
6/22/20,Zachery Peters,Safety National,Missouri,Prospect,null,7/24/20,United States,null,0016000001FfwsnAAB,CENTRAL
4/3/19,Pavel Hruska,ArcelorMittal Belgium,null,Prospect,null,3/5/20,Belgium,null,0016000001Eum75AAB,EMEA
6/21/16,Gary Griffith,Grow Financial Federal Credit Union,Florida,Prospect,null,6/19/20,United States,null,0016000001Faw3zAAB,SOUTHEAST
4/28/20,Marilyn Von Hoenning,Kreditech Holding SSL GmbH,Hamburg,Prospect,null,4/28/20,Germany,null,0016000001FY4hjAAD,EMEA
7/28/20,Jean-Noel Roncelli,ENEDIS,�le-de-France,Prospect,null,6/29/20,France,null,0016000001EvashAAB,EMEA
null,Jason Pearson,Techexcel,California,Prospect,null,6/19/20,United States,null,0016000001NMVpKAAX,WEST
12/19/18,Gary Griffith,Carlyle Group,District of Columbia,Prospect,null,6/19/20,United States,null,0016000001Fb4fqAAB,NORTHEAST
3/2/20,Jean-Noel Roncelli,PMU,null,Prospect,null,3/5/20,null,null,0010z00001YCLT9AAP,EMEA
6/20/19,Mark Wagasky,Sumitomo Mitsui Banking Corporation Americas,null,Prospect,null,4/15/20,null,null,0010z00001TPHF7AAP,NORTHEAST
10/2/19,Kateryna Hvastovich,TNP,null,Prospective Partner,null,3/5/20,France,null,0010z00001TPGJMAA5,EMEA
4/18/19,Marilyn Von Hoenning,OBI Smart Technologies,null,Prospect,null,4/28/20,Germany,null,0016000001GHwPTAA1,EMEA
4/11/16,Mike Washington,Thomas Cook Group,England,Prospect,null,3/5/20,United Kingdom,null,0016000001EuNhbAAF,EMEA
3/15/16,Mike Washington,SAS Software Ltd,England,Evaluation,null,3/5/20,United Kingdom,null,0016000001Ev7bSAAR,EMEA
7/30/20,Marilyn Von Hoenning,Julius B�r Gruppe AG,null,Prospect,null,6/19/20,Switzerland,null,0016000001EuoD0AAJ,EMEA
9/14/17,Mike Washington,easyJet,England,Prospect,null,6/19/20,United Kingdom,null,0016000001EuNmTAAV,EMEA
4/3/20,Jean-Noel Roncelli,Fran�aise des Jeux,�le-de-France,Prospect,null,6/19/20,France,null,0016000001FfZ0RAAV,EMEA
3/22/19,Mike Washington,Severn Trent Plc,England,Prospect,null,3/5/20,United Kingdom,null,0016000001GJ5uKAAT,EMEA
6/28/20,Mike Washington,Tandem Bank,England,Ex-Customer,null,6/19/20,United Kingdom,null,0016000001EuNteAAF,EMEA
7/22/20,Kyle Graves,Santander Bank NA,null,Prospect,null,6/19/20,null,null,0016000001EurpsAAB,NORTHEAST
5/4/16,Mike Washington,Student Loans Company,England,Prospect,null,6/19/20,United Kingdom,null,0016000001EuNe8AAF,EMEA
8/15/18,Marilyn Von Hoenning,Swiss National Bank,null,Prospect,null,6/19/20,Switzerland,null,0010z00001SVyrRAAT,EMEA
7/16/20,Robert Neely,Direct Line Group,England,Prospect,null,6/19/20,United Kingdom,null,0016000001EuNTpAAN,EMEA
12/19/18,Gary Griffith,Inovalon,Maryland,Prospect,null,6/19/20,United States,null,0016000001GdR4xAAF,NORTHEAST
11/12/19,Tho Yeong Chien,Sampoerna Strategic PT,null,Prospect,null,7/29/20,Indonesia,null,0010z00001Wgg1FAAR,APAC
